序号,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码,,
417,19204,公益诉讼法治教育基地工程,A3303280490000040001001,42:29.0,温州市阳光建设有限公司,91330328725258930L,2061133,李呀,180,合格,公益诉讼法治教育基地工程,42:37.0,330328,,文成县公共资源交易中心,,,文成县发展和改革局,,A3303280490,,
418,6cae6b20-fd03-4079-b418-adc2884247290000000000000000000000000000,第TJ03标段,E3300000007000538002003,00:00.0,浙江交工集团股份有限公司,91330000712561789G,2788623438,齐敦科,881,无,苏台高速公路南浔至桐乡段及桐乡至德清联络线（二期）,04:55.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020,,
419,5ff39481-6a40-491c-8032-202ef1718dc30000000000000000000000000000,"乐清市虹桥职业技术学校校外大道北侧道路钢便桥建设工程,",A3303820540001452001001,44:39.0,乐清市南方钢结构工程有限公司,9.13304E+17,640268,,60,1,乐清市虹桥职业技术学校校外大道北侧道路钢便桥建设工程,44:31.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540,,
420,5d5a1ea8-013a-4d38-9171-c45c3b968ba2,下涯畈地块建衢铁路安置房建设工程设计,A3301820190500531001212,00:00.0,华茗设计集团有限公司,91330103773564529P,1800000,张万青,0,无,下涯畈地块建衢铁路安置房建设工程设计,03:03.0,330182,,杭州市公共资源交易中心建德分中心,,,建德市住房和城乡建设局,,A3301820190,,
421,a25ee439-4e44-4265-9aa4-bd7137af6d5a0000000000000000000000000000,(非重点)104国道绍兴柯桥钱清至柯岩段改建工程招标代理和造价咨询服务,Y3300000007000472001001,00:00.0,浙江中诚工程管理科技有限公司,91330106754400668X,1260000,无,1095,无,(非重点)104国道绍兴柯桥钱清至柯岩段改建工程,39:21.0,330000,,浙江省公共资源交易中心,,,绍兴市柯桥区交通运输局,,A3300000020,,
422,c45879c1-d803-4e9f-9407-a54983478f94,云和县消防大队迁建工程二次装修工程000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160005198001001,34:13.0,丽水乾江建设有限公司,91331125MA2E39YN9M,7815081,宋海英,150,1,云和县消防大队迁建工程二次装修工程,34:13.0,331125,,云和县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311251220,,
423,2a04f2fb-6bec-4f54-a2bc-fb4202d73822,小洋岙双拥路道路改造提升工程二期,A3309021010000204001001,06:38.0,新昌县栖光生态古建工程有限公司,91330624704504362B,8617812,俞柳,0,合格,小洋岙双拥路道路改造提升工程二期,06:38.0,330902,,舟山市定海区公共资源交易中心,,,舟山市定海区公共资源交易中心,,A3309021010,,
424,194386,宁波至慈溪市域（郊）铁路工程JLCX03标段施工监理,A3302010220000817001001,30:01.0,上海地铁咨询监理科技有限公司,91310112132650259X,11655000,-,0,-,宁波至慈溪市域（郊）铁路工程JLCX03、JLCX04、JLCX05、JLCX06标段施工监理,00:00.0,330201,,宁波市公共资源交易中心,,,市发展和改革委员会,,A3302010220,,
425,4af6c693-06bc-4739-ae92-9408e6b6864f,袍江区域快速路沿线景观美化提升工程—越东路（中兴大道—凤林路）Ⅰ标,A3306021280000716001001,00:00.0,浙江上匠园林建设有限公司,9133068176133286XA,17815896,孙玲玲,150,暂无,袍江区域快速路沿线景观美化提升工程—越东路（中兴大道—凤林路）Ⅰ标,17:07.0,330601,,绍兴市越城区公共资源交易平台,,,绍兴市公共资源交易中心越城分中心,,A3306021280,,
426,a1f95107-b675-4ec5-9aa0-2a9af637df4e,新建海宁市南苑小学江南校区(暂定名)项目全过程工程咨询服务,A3304810620000959001001,00:16.0,浙江勋达工程咨询有限公司,9.13305E+17,2762105,周瑞平,0,/,新建海宁市南苑小学江南校区(暂定名)项目全过程工程咨询服务,00:16.0,330481,,海宁市公共服务平台,,,新点电子招投标监督平台,,A3304810620,,
427,ac4f9617-b284-45e6-ba9b-ae6d29ba686c,岱山海丰至浪仇线公路工程,DSC20200017001001000000,47:31.0,宁波港峰交通建设有限公司,9.13302E+17,28340419,林国,0,交工验收质量评定得分90分及以上；竣工验收质量评定得分90分及以上,岱山海丰至浪仇线公路工程,47:31.0,330921,,岱山县招投标中心,,,岱山县招投标中心,,A3309211021,,
428,8a005d97-9d24-4785-b7d2-5bf5a8bc5fee0000000000000000000000000000,"乐清市虹桥镇蒋宅村北环河桥建设工程（第二次）,",A3303820540001355001001,22:29.0,福建旭辉金升建筑工程有限公司,91350902MA31Q20008,893251,,120,1,乐清市虹桥镇蒋宅村北环河桥建设工程（第二次）,22:07.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540,,
429,4d7687ad-84fa-4251-bd04-cfc38d6d48e90000000000000000000000000000,施工监理,E3300000007000396001001,00:00.0,杭州亿嘉建设咨询有限公司,91330105568774367A,2600160,陈勇,1098,无,台州市永宁江闸强排工程（一期）,56:25.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020,,
431,20706,大峃镇共同富裕样板项目—镇区道路综合整治（凤溪两岸改造提升工程）,A3303280490000169001001,47:00.0,温州市隆尚建设有限公司,9.13303E+17,7082552,刘栋,120,合格,大峃镇共同富裕样板项目—镇区道路综合整治（凤溪两岸改造提升工程）,41:40.0,330328,,文成县公共资源交易中心,,,文成县发展和改革局,,A3303280490,,
432,D33100320200506163453691,台州市公安局黄岩分局城西派出所业务用房工程（施工总承包）,E3310011234000695001001,56:41.0,浙江森海建设有限公司,9133100067029911XF,40790151,邱兴顺,420,合格,台州市公安局黄岩分局城西派出所业务用房工程（施工总承包）,44:40.0,331001,,台州市公共资源交易中心,,,台州市黄岩区建设工程招投标管理办公室,,A3310011060,,
433,9bccb92e-c43d-45de-a504-638809255f18,笔架山农业园区中环道路路面拼宽工程,JS201907257868-10000000,53:01.0,湖州南滨建设有限公司,91330502MA29KE0T3X,1213594,丁全伟,60,合格,笔架山农业园区中环道路路面拼宽工程,53:03.0,330524,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700,,
434,53671,东阳市2022年公路水毁修复及交通安全设施损坏应急抢修工程,A3307830890003117001001,57:00.0,浙江正方交通建设有限公司,91330702726601040Q,8710000,陆旭日,0,合格,东阳市2022年公路水毁修复及交通安全设施损坏应急抢修工程,00:00.0,330783,,东阳市公共资源交易中心,,,东阳市交通局,,A3307830890,,
435,3b3cb27e-2f0a-4b2a-8b61-f504993d4f43,盖北派出所临时用房改造工程,A3306820700002572001001,51:27.0,诸暨市鸿辉园林工程有限公司,91330681080559743P,1613982,斯孙宝,0,合格,盖北派出所临时用房改造工程,51:27.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760,,
436,1.64785E+15,鄞州区城镇老旧小区改造三期工程（一批次）I标段,A3302120280991889001001,00:00.0,宁波中洲建设工程有限公司,91330212144524161F,108364086,俞增加,0,按国家施工验收规范一次性验收合格,鄞州区城镇老旧小区改造三期工程（一批次）I、II标段,32:59.0,330212,,鄞州区公共资源交易平台,,,宁波市鄞州区公共资源监督管理中心,,A3302120280,,
437,32a5bf18-3ff7-4187-b0a8-a92947328f020000000000000000000000000000,紫云路路灯工程,A3305010650000252001001,51:08.0,浙江鑫茂建设有限公司,91330522569382488J,1176486,潘晨亮,0,无,紫云路路灯工程,51:00.0,330501,1,湖州市公共资源交易中心,,,湖州市公共资源交易中心,,A3305010650,,
438,D33100220200804091453178,台州市椒江区税务局洪家税务所综合业务办公用房维修改造工程,E3310011234000939001001,04:50.0,台州绿茵市政园林有限公司,9.1331E+17,4216370,陈鑫,150,合格,台州市椒江区税务局洪家税务所综合业务办公用房维修改造工程,54:50.0,331001,,台州市公共资源交易中心,,,台州市建设工程招标投标管理办公室,,A3310011060,,
439,32c5e710-5751-4d32-8ff6-25f4d72ac1770000000000000000000000000000,MEC工程,E3300000007000608003001,00:00.0,中建六局西北建设有限公司,91120116103067187G,35890427,张锐鹏,180,无,中央储备粮宁波直属库有限公司宁海分公司仓储项目,04:51.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020,,
441,D33100320201103095756915,黄岩北城街道净土岙安置区市政道路工程(站西大道西侧),E3310011234001161001001,33:23.0,温州众新建设有限公司,91330329MA299UAY1Y,6045015,任齐球,120,合格,黄岩北城街道净土岙安置区市政道路工程(站西大道西侧),58:37.0,331001,,台州市公共资源交易中心,,,黄岩区建设工程招标投标管理办公室,,A3310011060,,
442,8920749,奉化经济开发区滨海新区沿海中线以南道路二期工程-支路一、支路二、滨港路BK0+000-BK1+030段,A3302830400000199001001,38:00.0,浙江滕头园林股份有限公司,91330200144892554H,64711327,-,0,-,奉化经济开发区滨海新区沿海中线以南道路二期工程-支路一、支路二、滨港路BK0+000-BK1+030段,00:00.0,330283,,奉化区共资源交易中心,,,奉化区住房与城乡建设局,,A3302830400,,
443,0689742e-b7bf-42cc-aecf-1005c47b69a6,丰惠街河南北集中污水落户收集工程（背街小巷II标）,A3306820700001530001001,37:20.0,绍兴市恒泰环境建设有限公司,9.13306E+17,2301981,罗永敏,0,合格,丰惠街河南北集中污水落户收集工程（背街小巷II标）,37:20.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760,,
444,6ec78ca1-fd23-4125-bf48-10596c1d615b,江山至广丰公路（浙江段）工程审计服务,A3308810001320010010000,36:09.0,浙江科信联合工程项目管理咨询有限公司,91330201756269827M,300200,周永华,0,应遵守国家法律、法规和行业行为准则，严格按照业务操作规程提供优质的服务,江山至广丰公路（浙江段）工程审计服务,36:09.0,330881,,江山市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308810990,,
445,73e7dfa5-cd43-4954-afff-274b9e445ba70000000000000000000000000000,泰顺县沙呈港流域及周边城乡给排水设施提升工程设计,A3303290500000740001001,28:45.0,浙江省城乡规划设计研究院,91330000MA27U0E26T,2350000,刘凤阁,60,1,泰顺县沙呈港流域及周边城乡给排水设施提升工程设计,28:22.0,330329,,泰顺县招投标中心,,,泰顺县住房和城乡建设局,,A3303290500,,
446,ff0aefe6-48ef-4adb-b51d-6ef3ec9bbd7b,临平区塘栖镇泰山村南片耕地功能恢复整治项目,A3301131280900017001251,00:00.0,绍兴弘裕建设有限公司,91330621MA2BG9352M,15890465,叶春晓,0,合格,临平区塘栖镇泰山村南片耕地功能恢复整治项目,08:55.0,330113,,杭州市公共资源交易中心临平分中心,,,杭州市临平区林业水利局,,A3301131280,,
447,d5026582-7766-4403-b2b2-c9a0ea533d88,2020桐庐县农村生活污水处理设施提升改造项目（莪山畲族乡龙峰村、尧山村）,A3301220150000100001001,00:00.0,浙江龙乾建设有限公司,9.13301E+17,1575315,王艳丽,0,无,2020桐庐县农村生活污水处理设施提升改造项目（莪山畲族乡龙峰村、尧山村）,58:37.0,330122,,桐庐县招投标服务中心,,,桐庐县住房和城乡建设局,,A3301220150,,
