,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码
747,09c1a8ca-64a7-4611-b8de-92eff4a53f89,诸暨市暨阳街道金鸡山后居雨污分流工程（施工）,B3306813306003495001001,2021-05-19 09:13:22.0,诸暨市越海建筑工程有限公司,91330681146286814F,18420785,傅莹莹,180,合格,诸暨市暨阳街道金鸡山后居雨污分流工程,2021-05-19 09:12:57.0,330681,,诸暨市公共资源交易中心,,,诸暨市公共资源交易管理委员会办公室,,A3306810750
748,3c93cdf5-5a79-4f0d-bda4-111de5c23505,智慧缪家工程总承包（EPC）,A3304210580000368001001,2021-04-27 12:19:34.0,宏正工程设计集团股份有限公司,913304007539644377,32966484,王毅松,0,/,智慧缪家工程总承包（EPC）,2021-04-27 12:19:34.0,330421,,嘉善县公共服务平台,,,新点电子招投标监督平台,,A3304210580
749,cdcdd4bb-fc39-400a-bd4b-3abf4f50793a,嘉兴国际商务区精品示范道路整治提升工程—纺工路（中环南路-百川路）监理,A3304010550001025001001,2020-09-27 11:09:54.0,浙江嘉宇工程管理有限公司,91330401146488336Q,1468992,林谋成,0,/,嘉兴国际商务区精品示范道路整治提升工程—纺工路（中环南路-百川路）监理,2020-09-27 11:09:54.0,330403,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550
750,398d9f1b-6501-4084-932c-b4fdf760c7180000000000000000000000000000,无损检测,E3300000007000210010005,2020-10-29 00:00:00.0,山东沃克无损检测有限公司,913703057517738132,3412570,李永范,450,无,浙沪天然气联络线二期工程,2020-10-29 21:25:43.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
751,26796,（不见面）金开科信智造基地项目监理,A3307310850001086086162,2022-07-04 11:19:00.0,浙江双圆建设管理有限公司,91330703732402558Q,4104000,李俊波,1,合格,（不见面）金开科信智造基地项目监理,2022-05-24 09:30:00.0,330731,,金华市公共资源交易中心开发区分中心,,,开发区建设局招标办,,A3307310850
752,1659916545655002,武义县城区停车场项目（一期）施工监理,A3307230810000152001001,2022-08-08 00:00:00.0,浙江万基工程管理有限公司,9133072778182006XN,1697330,徐航辉,0,符合,武义县城区停车场项目（一期）施工监理,2022-08-08 09:37:56.0,330723,,武义县公共资源交易平台,,,住建-房建,,A3307230810
753,48270,白云街道金星小区市政配套工程,A3307830890000017001001,2021-08-18 15:13:03.0,浙江明景建设有限公司,91330800609807808N,15389443.07,邓作富,0,按招标文件,白云街道金星小区市政配套工程,2021-08-05 14:00:00.0,330783,,东阳市公共资源交易中心,,,东阳市住房和城乡建设局,,A3307830890
754,56468248-4663-4ad4-8020-13b5ab9022000000000000000000000000000000,"乐清市北白象镇赖宅村综合农贸市场建设项目,",A3303820540001662001001,2021-12-30 10:59:59.0,金坤建设集团有限公司,91330881788833461T,4101910,,150,1,乐清市北白象镇赖宅村综合农贸市场建设项目,2021-12-30 10:09:09.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540
755,166348,JD1,G3302010000005891001001,2020-12-07 09:40:37.0,中咨泰克交通工程集团有限公司,911101081020942049,63266775,-,0,-,宁波舟山港石浦港区沈海高速连接线新桥至石浦段机电工程施工,2020-12-01 14:00:00.0,330201,,宁波市公共资源交易中心,,,市交通运输委员会,,A3302010220
756,1667372777246002,象山影视文化产业区经二路道路工程（设计）,A3302250290001162001001,2022-11-02 00:00:00.0,自然空间（浙江）规划建筑设计有限公司,91330225F07919625Y,812078,陈焕,60,按现行技术规范、标准及规程，达到国家规定的编制深度,象山影视文化产业区经二路道路工程（设计）,2022-11-02 15:14:56.0,330225,,象山县公共资源交易平台,,,象山县公共资源交管办,,A3302250290
757,166980,软密封闸阀、铜芯闸阀年度采购项目,E3302010000005977001001,2020-12-25 14:42:40.0,宁波一机阀门制造有限公司,9133028372405088X8,10297070,-,0,-,软密封闸阀、铜芯闸阀年度采购项目,2020-12-16 09:30:00.0,330201,,宁波市公共资源交易中心,,,其他（非监管中心监管项目）,,A3302010220
758,7d50960d-97c4-4046-b443-c919a5865f70,广电发射塔永泰村安置房基础设施配套项目（联体项目）,A3301100140504112001211,2022-12-09 09:00:00.0,杭州金锄市政园林工程有限公司,91330110742923269N,32396830,李慧敏,0,无,广电发射塔永泰村安置房基础设施配套项目（联体项目）,2022-11-21 19:10:43.0,330110,,杭州市公共资源交易中心余杭分中心,,,杭州市余杭区住房和城乡建设局,,A3301100140
759,4b2b1e39-6322-48ce-8ccb-4315e24c9f77,施工,CXX20200427253957000000,2020-05-21 10:11:41.0,湖州九创建设有限公司,9133050032559170XE,11942692,彭势佳,150,合格,长兴县吕山中心幼儿园改扩建工程,2020-05-21 10:11:41.0,330522,,长兴县公共资源交易中心,,,长兴县公共资源交易管理办公室,,A3305220690
760,25473.0,瓯海区娄桥街道下斜村城中村改造工程（F-06地块)配电工程,A3303040440002703703001,2021-01-19 01:30:48.0,浙江图盛输变电工程有限公司,9133030114397518XH,12023640,戴琼林,120,合格,瓯海区娄桥街道下斜村城中村改造工程（F-06地块)配电工程,2021-01-19 01:31:06.0,330304,,温州市行政审批与公共资源交易服务管理中心瓯海分中心,,,温州市瓯海区政府投资项目电力用户工程招投标行业监管办公室,,
761,1644281347359001,宁海县西子国际时尚街区提升改造工程总承包（EPC）,B33022603000005060015-1,2022-02-08 00:00:00.0,浙江勤业设计集团有限公司,913306217976017186,22386769,封涛/一级注册建筑师、尹麟刚/二级建造师注册证书建筑工程专业、张海军/副教授,0,设计质量要求: 按国家技术规范、标准及规程，达到施工图设计深度。施工质量要求：按国家及行业施工验收规范一次性验收合格。,宁海县西子国际时尚街区提升改造工程总承包（EPC）,2022-02-08 08:55:16.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300
762,c1d71c19-354b-49a8-91c9-ea5d579d25160000000000000000000000000000,澄潭街道梅渚片区（山头村）迁建房安置项目周边防护及排水工程,A3306240740000027001001,2022-12-06 11:13:23.0,绍兴恒岳建设有限公司,91330624695272415J,12536913,无,300,合格,澄潭街道梅渚片区（山头村）迁建房安置项目周边防护及排水工程,2022-12-06 11:13:23.0,330624,,新昌县公共资源交易中心,,,绍兴市新昌县,,A3306240740
763,ef1c8b76-8755-4ca8-8034-a923e7d248d90000000000000000000000000000,"柳市镇柳川公园入口绿化工程,",A3303820540001810001001,2022-03-28 19:36:12.0,温州旷奥景观工程有限公司,91330382MA2CNC78XM,1137546,,30,1,柳市镇柳川公园入口绿化工程,2022-03-28 19:35:50.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540
764,c6f77002-63e1-4062-99a2-53fd909dfb2a,2021年柯桥区福全至漓渚低等级公路改造（福漓线秋瑾小学路口渠化及信诚桥改造工程）项目,A3306030730000971001001,2021-10-13 14:51:07.0,桐乡市交通工程有限公司,91330483146862754K,13859540,张健,150,合格,2021年柯桥区福全至漓渚低等级公路改造（福漓线秋瑾小学路口渠化及信诚桥改造工程）项目,2021-10-12 14:30:00.0,330603,下浮率,绍兴市柯桥区公共资源交易中心,,,绍兴市柯桥区公共资源交易管理委员会办公室,,A3306030730
765,8835197,镇海区ZH09-03-02-03-a地块项目勘察,A3302110270000082001001,2021-12-23 16:18:00.0,浙江省工程物探勘察设计院有限公司,91330000142927098F,2909470,李工,0,符合现行技术要求和国家、地方以及行业规范要求,镇海区ZH09-03-02-03-a地块项目勘察,2021-12-17 17:00:00.0,330211,,镇海公共资源交易中心,,,镇海区住建局建招办,,A3302110270
766,7aaf551d-b050-4592-9124-fb96614353f6,红外热成像整机产品产业化基地建设项目桩基工程,A3301080120503772001211,2022-11-17 09:00:00.0,杭州联力地空建筑科技有限公司,91330109691743590L,144769686,唐正乔,0,无,红外热成像整机产品产业化基地建设项目桩基工程,2022-10-20 18:18:50.0,330108,,杭州市公共资源交易中心滨江分中心,,,杭州高新技术产业开发区（滨江）建设工程招投标管理办公室,,A3301080120
767,2a5a0dc0-48f5-4c1d-baec-14a9e5f99c4f,施工,CXX20210631034736000000,2021-07-09 17:14:02.0,浙江长兴荣欣建设工程有限公司,91330522765240700G,99573037,潘培良（浙1332006200703310 ）,660,合格,长兴县人民医院感染性疾病综合楼项目建安工程,2021-07-09 05:13:42.0,330522,,长兴县公共资源交易中心,,,长兴县公共资源交易管理办公室,,A3305220690
768,05e2d6d2-f34d-4e41-9406-ea93d527566d,省域绿道贯通提升工程,A3304240590001212001001,2020-12-01 14:00:20.0,鑫永森建设有限公司,91330483054203073E,1443784,张飞,0,/,省域绿道贯通提升工程,2020-12-01 14:00:20.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590
769,58977,2020年常山县经济技术开发区交通安全隐患治理工程,20200402003702647238205,2020-04-23 11:46:07.0,浙江凌宇建设有限公司,913308037046092790,1709472,何文社,60,一次性验收合格,2020年常山县经济技术开发区交通安全隐患治理工程,2020-04-14 09:20:50.0,330822,,常山县公共资源交易中心,,,常山县公共资源交易监督管理办公室,,A3308220940
770,8969631,广厦怡庭（南区）雨污分流改造工程施工,A3302050250000313001001,2022-08-30 14:14:00.0,宁波市庄利建设有限公司,91330205784335780J,6221474,张老师,0,按国家施工验收规范一次性验收合格,广厦怡庭（南区）雨污分流改造工程施工,2022-08-30 10:00:00.0,330205,,宁波市江北区公共资源交易中心,,,江北区公管办,,A3302050250
771,5a9fe667-ed4b-470a-9fb9-c74250b32f0a,2020年横潭区块配套道路建设工程--新民街,A3301850210300153001001,2020-11-10 09:00:00.0,浙江骏兴建筑有限公司,91330127MA28XP4E60,33097752,童建兵,0,无,2020年横潭区块配套道路建设工程--新民街,2020-11-02 15:34:55.0,330185,,临安市公共资源招投标交易中心,,,杭州市临安区住房和城乡建设局,,A3301850210
772,ae1e3d37-8bc9-4a7b-89e2-493c0830232a0000000000000000000000000000,杭州至绍兴城际铁路工程广告灯箱、LED屏及其相关服务采购项目,E3300000001000445135001,2020-12-25 00:00:00.0,上海鸣啸信息科技股份有限公司,913100007724472679,5682516.55,无,15,无,杭州至绍兴城际铁路工程,2020-12-25 15:38:46.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
773,d8b6721e-c3a1-4e6c-86eb-e77d9212ac7d,龙泉市兰巨乡大赛村梅地自然村环境整治（支持传统村落）工程0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160004402001001,2020-08-25 11:47:44.0,浙江伟杰建设有限公司,91331181699503719M,2864155,杨庭海,200,1,龙泉市兰巨乡大赛村梅地自然村环境整治（支持传统村落）工程,2020-08-25 11:47:21.0,331181,,龙泉市公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311811270
774,6f740ff5-8189-40cf-bc95-fec56c1ad000,国家安吉竹产业示范园区基础设施建设项目——场地平整（5号区块东侧）,A3305230700001238001001,2021-07-09 15:38:04.0,安吉至诚建设有限公司,91330523MA28CEXG2R,2570451,程寅虎,0,合格,国家安吉竹产业示范园区基础设施建设项目——场地平整（5号区块东侧）,2021-07-09 15:38:04.0,330530,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700
775,080c130a-0a86-4fe9-b76b-1458d18606e4,2022年南苑街道污水零直排改造项目二期,A3301131280504422001221,2023-02-21 09:00:00.0,浙江金城建设集团有限公司,91330701254997840H,30141700,盛军阳,0,无,2022年南苑街道污水零直排改造项目二期,2022-12-07 23:12:45.0,330113,,杭州市公共资源交易中心临平分中心,,,杭州市临平区住房和城乡建设局,,A3301131280
776,d886b1e0-f5c0-4b0e-9ea6-e8d14ed69429,高新区5大片区配套基础设施建设工程-解放湖纵二路绿化工程（监理）,B3306813306003236003001,2021-04-08 16:31:50.0,浙江丞央建设管理有限公司,91330782661725594F,136985,浙江丞央建设管理有限公司,45,合格,高新区5大片区配套基础设施建设工程-解放湖纵二路绿化工程,2021-04-08 16:31:43.0,330681,,诸暨市公共资源交易中心,,,诸暨市公共资源交易管理委员会办公室,,A3306810750
777,8915055,浙江药科职业大学医药类产教融合公共实训基地项目全过程工程咨询服务,A3302830400000198001001,2022-06-06 16:42:00.0,世明建设项目管理有限公司,91330201768518915C,1979164,-,0,-,浙江药科职业大学医药类产教融合公共实训基地项目全过程工程咨询服务,2022-05-31 17:40:00.0,330283,,奉化区共资源交易中心,,,奉化区住房与城乡建设局,,A3302830400
778,30082,虎鹿镇美丽城镇建设项目监理,A3307830890002201201163,2020-11-30 09:45:46.0,浙江东亿工程管理有限公司,913302821447942330,342467,丁萍萍,830,合格,虎鹿镇美丽城镇建设项目监理,2020-10-03 14:00:00.0,330783,,东阳市公共资源交易中心,,,东阳市住房和城乡建设局,,A3307830890
779,ce3c0521-7ddb-4b11-bfbd-9d77d538936e,上虞区陈溪乡集镇道路提升工程,A3306820700002680001001,2020-06-30 00:00:00.0,绍兴林泰建设有限公司,91330604MA2D7R0N2M,2692533,周锋,0,合格,上虞区陈溪乡集镇道路提升工程,2020-06-30 16:58:00.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760
